Input File: BinPacking_1000.txt Bin Capacity: 1000 algorithm type: Best Fit Decreasing # of Bin: 61 Time: 256ms
Bin #1: 10, 1000
122, 109
219, 109
1098, 109
315, 109
528, 109
912, 109
254, 109
748, 109
816, 109
374, 19
Bin #2: 10, 1000
853, 109
827, 109
690, 109
730, 109
155, 108
347, 108
551, 108
1040, 108
986, 108
197, 24
Bin #3: 10, 1000
946, 108
889, 108
920, 108
845, 108
678, 108
608, 107
533, 107
280, 107
448, 107
137, 32
Bin #4: 10, 1000
754, 107
353, 106
486, 106
864, 106
429, 106
443, 106
133, 106
380, 106
340, 105
598, 46
Bin #5: 10, 1000
972, 105
127, 105
275, 105
164, 105
654, 105
614, 105
616, 105
335, 104
321, 104
224, 57
Bin #6: 10, 1000
314, 104
264, 104
259, 104
732, 104
686, 104
377, 104
619, 104
1052, 103
1053, 103
965, 66
Bin #7: 10, 1000
546, 103
974, 103
532, 103
904, 103
493, 103
896, 103
884, 103
858, 103
482, 103
529, 73
Bin #8: 10, 1000
464, 103
419, 103
242, 103
605, 102
576, 102
1015, 102
1002, 102
319, 102
943, 102
227, 79
Bin #9: 10, 1000
870, 102
288, 102
837, 102
822, 102
812, 102
449, 102
693, 102
112, 102
337, 101
345, 83
Bin #10: 10, 1000
1025, 101
928, 101
918, 101
877, 101
846, 101
471, 101
187, 101
420, 101
136, 101
1100, 91
Bin #11: 10, 1000
249, 101
379, 101
642, 101
1085, 100
586, 100
158, 100
932, 100
931, 100
306, 100
222, 97
Bin #12: 10, 996
489, 100
856, 100
118, 100
246, 100
651, 100
356, 100
208, 99
305, 99
887, 99
476, 99
Bin #13: 11, 1000
431, 99
405, 99
411, 99
244, 99
663, 99
650, 99
632, 99
517, 98
515, 98
190, 98
900, 13
Bin #14: 11, 1000
760, 98
722, 98
692, 98
243, 98
1056, 97
1030, 97
113, 97
941, 97
935, 97
150, 97
698, 26
Bin #15: 11, 1000
415, 97
241, 97
627, 97
233, 97
1066, 96
1055, 96
868, 96
834, 96
801, 96
257, 96
506, 36
Bin #16: 11, 1000
670, 96
346, 95
592, 95
156, 95
329, 95
890, 95
487, 95
840, 95
828, 95
424, 95
548, 49
Bin #17: 11, 1000
240, 95
384, 95
349, 94
407, 94
398, 94
360, 94
603, 93
348, 93
1008, 93
1010, 93
1068, 62
Bin #18: 11, 1000
989, 93
126, 93
973, 93
206, 93
300, 93
1080, 92
587, 92
1065, 92
115, 92
1016, 92
611, 75
Bin #19: 11, 1000
1084, 92
810, 92
251, 92
1093, 91
582, 91
1072, 91
571, 91
1003, 91
977, 91
847, 91
602, 87
Bin #20: 12, 1000
825, 91
452, 91
438, 91
416, 91
413, 91
204, 90
921, 90
302, 90
496, 90
192, 90
1071, 84
172, 11
Bin #21: 12, 1000
806, 90
777, 90
723, 90
236, 90
167, 90
581, 89
1021, 89
978, 89
966, 89
296, 89
198, 89
677, 16
Bin #22: 12, 1000
479, 89
755, 89
742, 89
691, 89
367, 89
1096, 88
1087, 88
583, 88
209, 88
534, 88
963, 88
355, 27
Bin #23: 12, 1000
958, 88
950, 88
511, 88
902, 88
793, 88
739, 88
256, 88
713, 88
624, 88
344, 87
1044, 87
664, 34
Bin #24: 12, 1000
1032, 87
997, 87
343, 87
295, 87
832, 87
727, 87
173, 87
673, 87
649, 87
1090, 86
130, 86
933, 45
Bin #25: 12, 1000
1058, 86
326, 86
540, 86
964, 86
959, 86
152, 86
491, 86
284, 86
455, 86
729, 86
253, 86
988, 54
Bin #26: 12, 1000
707, 86
922, 85
265, 85
422, 85
402, 85
397, 85
389, 85
679, 85
362, 85
531, 84
120, 84
225, 66
Bin #27: 12, 1000
823, 84
180, 84
746, 84
414, 84
694, 84
956, 83
952, 83
940, 83
917, 83
895, 83
835, 83
1042, 82
Bin #28: 13, 1000
671, 83
657, 83
990, 82
320, 82
975, 82
523, 82
923, 82
504, 82
875, 82
831, 82
821, 82
815, 82
573, 14
Bin #29: 13, 1000
441, 82
435, 82
766, 82
741, 82
258, 82
232, 82
1089, 81
563, 81
562, 81
513, 81
508, 81
880, 81
631, 22
Bin #30: 13, 1000
191, 81
393, 81
333, 80
1020, 80
547, 80
518, 80
795, 80
764, 80
745, 80
408, 80
660, 80
217, 79
601, 39
Bin #31: 13, 1000
542, 79
984, 79
909, 79
499, 79
494, 79
477, 79
852, 79
286, 79
841, 79
824, 79
797, 79
757, 79
226, 52
Bin #32: 13, 1000
231, 79
341, 78
324, 78
996, 78
505, 78
480, 78
861, 78
478, 78
808, 78
273, 78
772, 78
261, 78
1017, 63
Bin #33: 13, 1000
1088, 78
747, 78
743, 78
688, 78
1076, 77
1026, 77
555, 77
927, 77
472, 77
819, 77
279, 77
786, 77
610, 72
Bin #34: 14, 1000
430, 77
604, 76
351, 76
594, 76
1050, 76
947, 76
901, 76
854, 76
708, 76
666, 76
588, 75
1039, 75
566, 75
218, 14
Bin #35: 14, 1000
849, 75
468, 75
1067, 75
432, 75
262, 75
1019, 74
519, 74
843, 74
283, 74
145, 74
805, 74
800, 74
418, 74
375, 33
Bin #36: 14, 1000
696, 74
652, 74
579, 73
981, 73
913, 73
911, 73
878, 73
871, 73
290, 73
850, 73
146, 73
282, 73
1075, 73
316, 49
Bin #37: 14, 1000
445, 73
714, 73
684, 73
371, 73
1095, 72
1022, 72
1013, 72
543, 72
970, 72
311, 72
809, 72
1074, 72
185, 72
606, 60
Bin #38: 15, 1000
434, 72
768, 72
263, 72
383, 72
633, 72
559, 71
949, 71
836, 71
381, 71
1062, 70
575, 70
111, 70
153, 70
334, 65
139, 11
Bin #39: 15, 1000
520, 70
939, 70
936, 70
930, 70
888, 70
879, 70
869, 70
788, 70
1014, 70
752, 70
303, 70
366, 70
621, 70
163, 69
1054, 21
Bin #40: 15, 1000
1082, 69
223, 69
558, 69
1094, 69
607, 68
308, 68
184, 68
774, 68
648, 68
357, 68
1047, 67
539, 67
591, 67
1057, 67
565, 48
Bin #41: 15, 997
148, 67
796, 67
330, 67
421, 67
370, 67
117, 67
617, 67
1079, 66
1049, 66
1029, 66
129, 66
961, 66
1083, 66
149, 66
196, 66
Bin #42: 16, 1000
626, 66
876, 65
552, 65
1007, 65
312, 65
929, 65
881, 65
193, 65
829, 65
437, 65
427, 65
1023, 65
109, 65
639, 65
228, 65
568, 24
Bin #43: 16, 1000
1034, 64
313, 64
916, 64
436, 64
711, 64
1073, 63
287, 63
833, 63
680, 63
386, 63
535, 63
637, 63
116, 63
613, 63
983, 62
186, 51
Bin #44: 17, 1000
160, 62
446, 62
771, 62
140, 62
401, 62
372, 62
1028, 61
578, 61
469, 61
144, 61
141, 61
177, 61
396, 61
385, 61
662, 61
128, 60
789, 19
Bin #45: 17, 1000
992, 60
527, 60
510, 60
883, 60
483, 60
143, 60
178, 60
599, 59
151, 59
893, 59
865, 59
462, 59
404, 59
392, 59
667, 59
572, 58
1086, 50
Bin #46: 18, 1000
215, 58
323, 58
216, 58
521, 58
985, 58
410, 58
514, 58
628, 58
561, 57
299, 57
492, 57
844, 57
189, 57
782, 57
285, 57
105, 57
182, 57
502, 23
Bin #47: 18, 1000
721, 57
661, 57
235, 57
526, 57
1006, 56
584, 56
866, 56
867, 56
991, 56
886, 56
301, 56
147, 56
202, 56
769, 56
1070, 56
490, 56
255, 56
593, 44
Bin #48: 19, 1000
387, 56
516, 55
201, 55
818, 55
744, 55
734, 55
252, 55
681, 55
676, 55
154, 54
982, 54
574, 54
400, 54
609, 53
899, 53
553, 53
454, 53
838, 53
278, 23
Bin #49: 20, 1000
428, 53
181, 53
910, 53
675, 53
544, 53
509, 52
495, 52
813, 52
119, 52
700, 52
687, 52
980, 52
622, 52
659, 51
166, 51
234, 51
925, 50
500, 50
485, 50
763, 16
Bin #50: 21, 1000
954, 50
1059, 50
787, 50
778, 50
403, 50
655, 50
645, 50
229, 50
1001, 49
872, 49
298, 49
646, 49
342, 48
550, 48
536, 48
731, 48
1051, 48
382, 48
665, 48
169, 48
439, 20
Bin #51: 22, 1000
1024, 47
937, 47
106, 47
569, 47
826, 47
451, 47
855, 47
364, 47
165, 47
1063, 47
612, 47
874, 46
968, 46
860, 46
497, 46
447, 46
450, 46
179, 46
726, 46
683, 46
962, 46
484, 23
Bin #52: 23, 1000
638, 46
636, 46
200, 46
971, 46
625, 46
1064, 45
557, 45
802, 45
1018, 45
919, 45
783, 45
758, 45
237, 45
317, 44
309, 44
121, 44
195, 44
125, 44
859, 44
765, 44
176, 44
174, 44
339, 14
Bin #53: 24, 1000
102, 44
162, 43
325, 43
944, 43
926, 43
857, 43
440, 43
467, 43
814, 43
135, 43
541, 43
554, 42
549, 42
564, 42
373, 42
293, 42
310, 42
790, 42
784, 42
776, 42
994, 42
365, 42
779, 41
957, 23
Bin #54: 25, 1000
194, 41
142, 41
738, 41
705, 41
378, 41
159, 41
640, 41
361, 41
352, 40
794, 40
891, 40
297, 40
960, 40
737, 40
394, 40
108, 40
170, 40
238, 40
999, 40
205, 39
507, 39
653, 39
773, 39
595, 39
600, 37
Bin #55: 27, 1000
668, 39
331, 39
590, 38
736, 38
463, 38
537, 38
175, 38
1035, 38
214, 38
798, 38
775, 38
781, 38
577, 38
630, 38
761, 37
967, 37
503, 37
1009, 37
759, 37
728, 37
1033, 37
674, 36
945, 36
803, 36
842, 36
907, 36
567, 27
Bin #56: 30, 1000
719, 36
338, 36
134, 36
368, 35
905, 35
948, 35
644, 35
915, 35
792, 35
785, 35
1091, 35
706, 35
699, 35
689, 35
103, 34
1031, 34
260, 34
709, 34
250, 34
248, 34
942, 34
716, 33
132, 33
336, 32
538, 32
168, 32
647, 32
820, 32
459, 32
570, 11
Bin #57: 33, 996
475, 32
525, 32
623, 32
1060, 31
811, 31
1011, 31
556, 31
124, 31
266, 31
1045, 31
453, 31
369, 31
580, 31
1037, 30
830, 30
444, 30
281, 30
271, 30
720, 30
1092, 30
733, 30
1078, 30
199, 30
718, 30
903, 29
934, 29
488, 29
892, 29
267, 29
461, 29
704, 29
406, 29
530, 28
Bin #58: 38, 1000
938, 28
210, 28
987, 28
1000, 28
354, 28
1005, 28
157, 28
221, 28
412, 28
456, 27
560, 27
466, 27
914, 27
791, 27
409, 27
725, 27
391, 27
672, 27
203, 27
270, 27
908, 27
1036, 26
715, 26
753, 26
735, 26
1012, 26
470, 26
358, 26
388, 26
799, 26
245, 25
328, 25
979, 25
474, 25
433, 25
498, 25
906, 25
171, 15
Bin #59: 48, 1000
399, 25
426, 24
213, 24
220, 24
183, 24
848, 24
897, 24
501, 23
465, 22
473, 22
712, 22
641, 22
161, 22
1097, 22
695, 22
615, 22
953, 22
851, 21
749, 21
114, 21
658, 21
756, 21
751, 21
239, 21
634, 21
1061, 20
458, 20
230, 20
292, 20
618, 20
123, 20
597, 20
804, 20
272, 20
131, 20
104, 19
703, 19
620, 19
882, 19
512, 19
770, 19
1038, 19
359, 19
545, 19
682, 18
656, 18
269, 18
817, 17
Bin #60: 70, 996
585, 18
207, 18
701, 18
1048, 18
277, 18
643, 17
460, 17
101, 17
762, 17
710, 17
212, 17
307, 17
274, 16
376, 16
807, 16
885, 16
332, 16
702, 16
976, 16
1041, 16
457, 16
188, 16
750, 16
596, 16
969, 16
1004, 16
863, 16
993, 15
951, 15
1077, 15
363, 15
294, 15
998, 15
669, 15
894, 15
390, 15
